第1题: 1/2*(1'1/3+(1/5+4))=2'23/30
第3128题: (2'1/4-9'5/9)*6=-43'5/6
第3129题: (2*5*1)=10
第3130题: 3÷6'1/6÷(1'2/5÷3)=1'11/259
第3131题: 7-3'1/3÷4'3/5÷6'1/6=6'751/851
第3132题: 1/6*(1/2+4'7/9+9)=2'41/108
第3133题: 5/8+8=8'5/8
第3134题: 3'4/10+3=6'2/5
第3135题: 1'3/6*5÷1+1/1=8'1/2
第3136题: 5/8+9=9'5/8
第3137题: 1-4'2/5=-3'2/5
第3138题: 2/7÷9-2/8=55/-252
第3139题: (3'2/3-1/1)+2/10=2'13/15
第3140题: 3/10+1/1-(1/2+1/9)=31/45
第3141题: 8+1/3+9=17'1/3
第3142题: (9+1/3)*7+1'3/4=67'1/12
第3143题: 2/10÷(1/3÷5/9)+1=1'1/3
第3144题: 2/4-1/5-(7*1'6/8)=-11'19/20
第3145题: (1/1÷6)+(8÷8)=1'1/6
第3146题: 3'1/3*6=20
第3147题: 9-(7+(3'3/10*4))=-11'1/5
第3148题: 1/3+1+8=9'1/3
第3149题: 3'1/5-5/9*2'1/2=1'73/90
第3150题: 7'6/7-(2*(4*3))=-16'1/7
第3151题: (4÷9'4/9)+9*6'2/9=56'36/85
第3152题: 1*(1/5+3/6)=7/10
第3153题: (1÷2)*7'6/9=3'5/6
第3154题: (2/5*2'1/2)+5'5/7=6'5/7
第3155题: 3/7*1/5=3/35
第3156题: 6*4'4/6=28
第3157题: 6+(5-5)=6
第3158题: (3÷9-(2'2/4+3'3/6))=-5'2/3
第3159题: 6*1'1/4+10÷4=10
第3160题: (9'9/10÷10÷8)÷3=33/800
第3161题: 4'2/4+2'2/10=6'7/10
第3162题: (1/1-6*6)-1=-36
第3163题: 2/10*(3-5/6)=13/30
第3164题: 2/6+1/4=7/12
第3165题: 6-6=0/1
第3166题: 1'1/1-1/4=1'3/4
第3167题: 5+1/5+6=11'1/5
第3168题: 5-5/7-4=2/7
第3169题: 1/10*(1/4*1)=1/40
第3170题: 7+2/5=7'2/5
第3171题: 3'5/6+1=4'5/6
第3172题: (1'1/2-3)÷(1*6)=1/-4
第3173题: 2÷7'5/7=7/27
第3174题: 3'6/7÷(3'5/9-6/10)=1'284/931
第3175题: 7÷5/6+(7*6'3/7)=53'2/5
第3176题: 3/8÷1/5*5/6*10=15'5/8
第3177题: (2'2/3+8/9+8)*5'1/5=60'4/45
第3178题: 8*1/1=8
第3179题: 7-5'1/7=1'6/7
第3180题: (1/3÷1/8)-1/1=1'2/3
第3181题: (1÷1'1/8+5)=5'8/9
第3182题: 2/6÷7'8/10=5/117
第3183题: (1'1/2+1'1/1)-3-10=-9'1/2
第3184题: 8*5=40
第3185题: 1'1/1-4=-2
第3186题: (5/9÷3'1/6*3'4/7÷7)=250/2793
第3187题: 2/3*3'4/8=2'1/3
第3188题: 6'5/8+1/2=7'1/8
第3189题: (9+1'1/1-3/6)=10'1/2
第3190题: 1/8*1/7÷(10'4/10÷8)=5/364
第3191题: 2/3÷(1'1/1*1/5)=1'2/3
第3192题: 1/1*3-9=-6
第3193题: 8*1/3=2'2/3
第3194题: 9*2=18
第3195题: (6*6)÷4/10=90
第3196题: 1'1/2-1/1=1/2
第3197题: 1/5+(1/2-(1/3+3'3/10))=-2'14/15
第3198题: 2'8/9-1'1/1=8/9
第3199题: (9-1/3*(1/1-5))=10'1/3
第3200题: 6/10*(7+1'1/3)=5
第3201题: (3+8)*1*3=33
第3202题: (1-7)*8=-48
第3203题: (5/8*8)*3*7'5/10=112'1/2
第3204题: 2/3+(5-3'5/8+3)=5'1/24
第3205题: 3-(1/2*1+1/7)=2'5/14
第3206题: 2'4/8+1/8*10*6=10
第3207题: (2-(8/9-2'3/4*2))=6'11/18
第3208题: 1/8*5=5/8
第3209题: 5÷5=1
第3210题: 1/8-3=-2'7/8
第3211题: 7-1=6
第3212题: 3'1/4÷3'2/7+9÷3'2/3=3'449/1012
第3213题: 3/5*4'5/6=2'9/10
第3214题: 9-(1÷10-1/4)=9'3/20
第3215题: 4*1'1/1+9*1'1/2=21'1/2
第3216题: (1'1/1÷2)-9=-8
第3217题: (2'2/9+6/8)+3÷1=5'35/36
第3218题: 8÷3+3/9=3
第3219题: (8÷2)-1-3'1/4=1/-4
第3220题: 5'2/6*(7-8)=-5'1/3
第3221题: 10+7/8=10'7/8
第3222题: 1'1/2-7=-5'1/2
第3223题: 8*7/8=7
第3224题: 1+8*(2/6*1'2/3)=5'4/9
第3225题: 3'1/8÷8=25/64
第3226题: 2/6-(6'1/6-(1/4*5))=-4'7/12
第3227题: 1'1/1*(3/7*1'2/6)=1'1/7
第3228题: 1÷2'3/4=4/11
第3229题: 3'1/3-(2*1/5)=2'14/15
第3230题: 5-6=-1
第3231题: 5÷1'1/1+2'1/2=5
第3232题: 5/8÷4/5÷1/4=3'1/8
第3233题: 6/7+6'6/9=7'11/21
第3234题: 4/5*(1'5/8-1+10)=8'1/2
第3235题: (9*1)+2'1/2-6=5'1/2
第3236题: 2'1/5*5'5/7÷1'5/6=6'6/7
第3237题: 2/8*2/4-2=-1'7/8
第3238题: 4+2'2/3*(1*4'2/5)=15'11/15
第3239题: (1/1÷7+5)=5'1/7
第3240题: 2*(8÷1'1/1)=8
第3241题: 7'1/9*7=49'7/9
第3242题: (3*1÷(8'6/8+5))=12/55
第3243题: 4'1/6-(1+(3'1/5+8))=-8'1/30
第3244题: 1'1/5*(7-3)=4'4/5
第3245题: 6/7-3=-2'1/7
第3246题: 4'2/7-3/4÷(10*1/5)=3'51/56
第3247题: (4/5÷1'1/1)*6=2'2/5
第3248题: 3+2'3/4=5'3/4
第3249题: (9-2*3+1)=4
第3250题: (2'5/8+2-4*1)=5/8
第3251题: 9*1=9
第3252题: 4/5-(9+4)=-12'1/5
第3253题: (3*4+(7/9-2'1/4))=10'19/36
第3254题: 6+1/9=6'1/9
第3255题: 1+3=4
第3256题: (1/3*2)+8*1=8'2/3
第3257题: 7-1'1/1=5
第3258题: 8'6/8÷1/3=26'1/4
第3259题: 7-(7+5+2/3)=-5'2/3
第3260题: 2'1/3*10=23'1/3
第3261题: (1-9*4)+1'1/1=-33
第3262题: 1/3*10=3'1/3
第3263题: 9*9'4/9=85
第3264题: 2/5+7=7'2/5
第3265题: 5/8-2/4+1'1/1=2'1/8
第3266题: 8+3/10-3=5'3/10
第3267题: 2+1/4=2'1/4
第3268题: 2+4'4/6÷2=4'1/3
第3269题: 1/8÷10=1/80
第3270题: 3/7÷1÷9+5'3/5=5'68/105
第3271题: 2+6'1/8*1'1/3=10'1/6
第3272题: 1'1/9+2/3=1'7/9
第3273题: 9÷1/6+(9'8/9-2'1/3)=61'5/9
第3274题: 7*2/5÷(5/9-2/4)=50'2/5
第3275题: 1/1÷1/10=10
第3276题: (1/2÷6÷8)=1/96
第3277题: (2/6÷4'5/6-2/8)*1/6=-7/232
第3278题: 5'1/9÷6=23/27
第3279题: 8/10*2'1/2=2
第3280题: 1'1/10+5*2'1/2=13'3/5
第3281题: (3*2÷4'3/4)=1'5/19
第3282题: 7*4÷(6'2/6+4'3/4)=2'10/19
第3283题: 9-(1÷6)=8'5/6
第3284题: 1/2-1'1/5÷5*7=-1'9/50
第3285题: 3/5*1/1+4'1/7-6=-1'9/35
第3286题: 1'5/10+4=5'1/2
第3287题: (1/2+1-3'1/3)+7=5'1/6
第3288题: 7-(5'1/8÷5)*3/5=6'77/200
第3289题: 2'3/4*(3/4÷1/5-5/9)=8'113/144
第3290题: 5*(1*10)=50
第3291题: (8*2-1/1)=15
第3292题: 7*3'1/3÷(7+1/1)=2'11/12
第3293题: 1'1/3+7+7=15'1/3
第3294题: 2-9=-7
第3295题: 6*10=60
第3296题: (6/8+10)*5=53'3/4
第3297题: 5-2'1/5÷(2/4÷4/10)=3'6/25
第3298题: 3+(1/3+3/10)=3'19/30
第3299题: 7-1/1=6
第3300题: 2'1/5*(7*1/3)=5'2/15
第3301题: 7/10-1'2/3=-29/30
第3302题: 5'4/9-4'1/7÷6÷1'1/2=4'62/63
第3303题: 8-4*1/2÷4/8=4
第3304题: 2'2/3+(2'1/3+2'1/9)=7'1/9
第3305题: 8*6-(1/3+2'1/3)=45'1/3
第3306题: (10-7)*1/2+1=2'1/2
第3307题: 1'2/3*(8'2/8+1/8)=13'23/24
第3308题: 1/2÷4'2/4-7=-6'8/9
第3309题: (2-2'1/2)÷10=1/-20
第3310题: 3*8=24
第3311题: (6*4'4/7)+(2/5*3)=28'22/35
第3312题: 5'2/10÷6=13/15
第3313题: 6*2=12
第3314题: 1/1*2=2
第3315题: 9'3/9-4'1/10-2'1/3*2=17/30
第3316题: 2/3+1'5/7=2'8/21
第3317题: (1'1/1÷9÷1)=2/9
第3318题: 3+(3÷1/1)=6
第3319题: 1/3-6/10=4/-15
第3320题: (10*2)÷3'5/9=5'5/8
第3321题: 2'1/4÷5+1'1/1=2'9/20
第3322题: 2/7-(3/9÷1)=1/-21
第3323题: 3*(10-(5'3/5-1/5))=13'4/5
第3324题: 4/6÷3'1/6=4/19
第3325题: 2÷1'4/10=1'3/7
第3326题: (8+(8*1/1*6))=56
第3327题: (9*3+3'1/3)=30'1/3
第3328题: 1/5÷(1/2-8)-4'7/10=-4'109/150
第3329题: 1/4÷2/6=3/4
第3330题: (2'1/2*1/3÷2)=5/12
第3331题: (9÷2/8)-2+1'1/2=35'1/2
第3332题: (1/1-5)-4=-8
第3333题: 7-1/3=6'2/3
第3334题: (7'3/7+10'7/10)÷(9÷6'6/8)=13'167/280
第3335题: (4/10+5'3/5)*(1/3+5)=32
第3336题: (1-8)÷4'1/5=-1'2/3
第3337题: (9*8)+1'2/8=73'1/4
第3338题: 1'2/4÷7/8=1'5/7
第3339题: (9÷2÷1/3)=13'1/2
第3340题: (3÷1'1/2÷2)*4=4
第3341题: 4'5/9÷(6+(1÷3/5))=41/69
第3342题: 1+(1/8*6'2/10-1/3)=1'53/120
第3343题: (1/5÷2-1/5)+3'1/5=3'1/10
第3344题: 4'1/6+4*5=24'1/6
第3345题: (1/3*1/1*8)÷4/7=4'2/3
第3346题: (2'1/4÷2'5/9)*1*9=7'85/92
第3347题: 7'4/9*1=7'4/9
第3348题: (7-3÷9)=6'2/3
第3349题: 3+(3÷3)+1/9=4'1/9
第3350题: 1-9=-8
第3351题: (1*7)÷4-5/6=11/12
第3352题: 1/5÷(1/4+1'1/3)÷2/7=42/95
第3353题: (2/3-4-10)÷10'1/10=-1'97/303
第3354题: (3'1/4*9÷3)+9=18'3/4
第3355题: (1/1÷1/4)*5=20
第3356题: 2'1/3*(1'3/4*8)=32'2/3
第3357题: (6*4/5-7'1/8)+8=5'27/40
第3358题: 10-(1'1/1*10)=-10
第3359题: 1/9-(7-(1/8÷3'1/4))=-6'199/234
第3360题: 4'1/9-4+3-3=1/9
第3361题: 8/9÷7-5/8=251/-504
第3362题: 10-(9-3)=4
第3363题: 1'1/1÷1/6=12
第3364题: 1-(4+10)=-13
第3365题: 1/3÷3'2/9=3/29
第3366题: 6*1/5=1'1/5
第3367题: 5*7=35
第3368题: 1/10+(2'3/10+3)*9=47'4/5
第3369题: 6'3/10-(3*9)=-20'7/10
第3370题: (10+6)+(2'1/3÷9)=16'7/27
第3371题: (7-2)÷1*3/6=2'1/2
第3372题: 2-2=0/1
第3373题: 2/4÷1/1=1/2
第3374题: (1+4)-3'3/7=1'4/7
第3375题: 7*1'4/7-5÷5/8=3
第3376题: 3-6=-3
第3377题: 2/4-(4/9-9)=9'1/18
第3378题: 2+(8-1'1/1)=8
第3379题: 1/2-(7'1/7-4/6*1'1/10)=-5'191/210
第3380题: (1'1/3+2/6*7)=3'2/3
第3381题: 2÷1=2
第3382题: (1'1/1÷10*(6+1/3))=1'4/15
第3383题: 2/3*9=6
第3384题: 2*6'1/9-3/6=11'13/18
第3385题: 1/7-6=-5'6/7
第3386题: 1/10*7'2/10=18/25
第3387题: 6*(9*3)=162
第3388题: 6+(1/4÷4/5)=6'5/16
第3389题: 2'3/4÷1/2=5'1/2
第3390题: 1'3/4*(1'2/4*6)÷7=2'1/4
第3391题: 1/6÷(8'4/8+4'1/6)=1/76
第3392题: (3/5÷3'2/4*7*4)=4'4/5
第3393题: 2/7*6÷4'2/8=48/119
第3394题: 1*7-10+1=-2
第3395题: (2'5/7*5'3/9*(1'1/10+4/6))=25'181/315
第3396题: 7÷3÷1/1÷5=7/15
第3397题: 2/8+9=9'1/4
第3398题: (4+6)÷2/4=20
第3399题: (2'1/4+3'2/3*9)÷7=5'1/28
第3400题: (3*3)*3/4=6'3/4
第3401题: 5'2/5*1'2/3=9
第3402题: 8*(4*6÷2/4)=384
第3403题: 7÷(1÷4'1/8)=28'7/8
第3404题: 2-2/4*7=-1'1/2
第3405题: 2+3/5=2'3/5
第3406题: (10÷5-3÷6)=1'1/2
第3407题: 3-1/4=2'3/4
第3408题: 6/8-6'5/8=-5'7/8
第3409题: (2'4/10÷3÷9)÷2'2/6=4/105
第3410题: 1÷(8*(1/3÷6))=2'1/4
第3411题: 1/4*1/2=1/8
第3412题: 1'5/7-2'1/3=-13/21
第3413题: 1/5-3'2/7=-3'3/35
第3414题: 1/5+4=4'1/5
第3415题: 8*(2/3÷1)=5'1/3
第3416题: (1/8÷8÷7)+1'1/1=2'1/448
第3417题: 1*3=3
第3418题: 3-(5/6*1'1/10-5)=7'1/12
第3419题: (9-5)-7+5=2
第3420题: 7+(2'1/9÷4/7+10)=20'25/36
第3421题: 4÷3'1/5=1'1/4
第3422题: 6÷4=1'1/2
第3423题: 4*(10÷1'5/6)+8=29'9/11
第3424题: 3/5*4/6=2/5
第3425题: 1'2/4-1=1/2
第3426题: 7'8/9-8=1/-9
第3427题: 9*(3÷(5'8/10*6))=45/58
第3428题: 1/4*5/8-10*4=-39'27/32
第3429题: (1/2÷4)+1/6=7/24
第3430题: (8÷4'1/6)+5=6'23/25
第3431题: 1'1/1*(2/8*9)*6=27
第3432题: 1/4+6/10=17/20
第3433题: (6'5/9-5/6)÷4/10*6'7/10=95'61/72
第3434题: (7/9-1/5)+5+1'1/4=6'149/180
第3435题: (10÷(6/7÷1/1÷1))=11'2/3
第3436题: 10÷3/5=16'2/3
第3437题: 5'2/5+1'4/7=6'34/35
第3438题: 3÷(2÷1'1/1)÷3'1/3=9/10
第3439题: 7-4'1/5=2'4/5
第3440题: (2'1/7*3'9/10)-1/3=8'1/42
第3441题: 4+1/9=4'1/9
第3442题: 5*10=50
第3443题: (3+2'1/3-(3-4/6))=3
第3444题: 7'6/8*1'1/7÷7'4/9=1'89/469
第3445题: 8÷2=4
第3446题: 1/9-10=-9'8/9
第3447题: 9'5/10÷(5+1'1/1)*3=4'1/14
第3448题: 1'2/5÷6=7/30
第3449题: 7/10*(2/5-3/9)=7/150
第3450题: (1/2-1'1/1+3'5/6)=2'1/3
第3451题: 6/8÷2'1/2=3/10
第3452题: 1+(1*(6÷10))=1'3/5
第3453题: (1/3*9+10)*7=91
第3454题: 8÷4/7+(3÷3)=15
第3455题: 10-(4/6÷9)=9'25/27
第3456题: (1+1/6)+1/1*5=6'1/6
第3457题: (7-5÷1/3)÷7/9=-10'2/7
第3458题: 2/7-3=-2'5/7
第3459题: 1'1/6÷1'3/4-7-3/9=-6'2/3
第3460题: 1/5-5-(2/10-3/6)=-4'1/2
第3461题: (1'1/2-1/5*(1'1/4+6'5/6))=-7/60
第3462题: 3+(5*8)=43
第3463题: (1/2+2/5)+(5-1'1/1)=3'9/10
第3464题: 3'4/9-(4'2/4-5)=3'17/18
第3465题: 2'3/4-8=-5'1/4
第3466题: 8÷(9÷1'3/4)=1'5/9
第3467题: 2-(4*10)=-38
第3468题: (3-5/10)÷7+1/2=6/7
第3469题: (10+3'1/5*10)*6=252
第3470题: 8'3/9*(5+5)*8=666'2/3
第3471题: 2/5*(1'1/2*5)÷7=3/7
第3472题: 1/4÷(1/2*6)=1/12
第3473题: 6'2/9+(3-(1'1/1+2'4/7))=4'41/63
第3474题: 1'1/2÷(4+5)+2/3=5/6
第3475题: 4/5+6+1/2+7=14'3/10
第3476题: (1÷4/5-3'1/8)=-1'7/8
第3477题: 7÷1'1/4=5'3/5
第3478题: 10÷7=1'3/7
第3479题: 5-(1/7+4)=6/7
第3480题: 1'3/4+(6'2/10-7/9)÷4'2/7=3'41/2700
第3481题: 1/7+(4+3'2/3)=7'17/21
第3482题: (2'1/8*1/4)÷1'1/2=17/48
第3483题: (9*(4'1/4+9-4))=83'1/4
第3484题: 10*(1/1-7*3'1/10)=-207
第3485题: 1+(1/7+6*6)=37'1/7
第3486题: 2/3-1=1/-3
第3487题: 6*1'1/1÷1/8-1/3=95'2/3
第3488题: (7+3÷8)-1'1/4=6'1/8
第3489题: (7/8*1/7+1/1)=1'1/8
第3490题: 6÷7+10=10'6/7
第3491题: 10*2/6=3'1/3
第3492题: 3/8÷4-3/8=-9/32
第3493题: 1'2/10+2/6=1'8/15
第3494题: 5-5-5=-5
第3495题: 1/2+1=1'1/2
第3496题: 6/10*5'6/10*(8÷1)=26'22/25
第3497题: 1/3÷5÷4/8=2/15
第3498题: (2/10÷3+3/5)=2/3
第3499题: 3+1/1=4
第3500题: 7'1/7÷6/10=11'19/21
第3501题: (2-5+1'1/2÷9)=-2'5/6
第3502题: 8'1/8-8=1/8
第3503题: 2'1/3÷3=7/9
第3504题: 2'1/2-7=-4'1/2
第3505题: 6'5/7*1/4=1'19/28
第3506题: 7*(3+1'1/1)+2'3/6=37'1/2
第3507题: 2+7=9
第3508题: (1/7*8*3'3/5)÷8=18/35
第3509题: 4'8/10÷4-1=1/5
第3510题: (7+1'1/3*1)*2'1/8=17'17/24
第3511题: 2/5-1'4/7=-1'6/35
第3512题: 5'4/5*(1/6*(8-1))=6'23/30
第3513题: 10+1/8-8'6/8=1'3/8
第3514题: (3÷5/6)*5*10=180
第3515题: (1'1/3+4'3/9)+4/8=6'1/6
第3516题: 6/10*1'1/10*2/3-8'4/9=-8'1/225
第3517题: 7*(9*7)=441
第3518题: 9-(9*1)=0/1
第3519题: 6÷(1'1/5÷3/6)=2'1/2
第3520题: 2÷(3'4/8*(1/10*1/1))=5'5/7
第3521题: (8*9)÷1'1/1=36
第3522题: 3-8'1/8=-5'1/8
第3523题: (7+1/10+5)*9=108'9/10
第3524题: 7*(2*3'1/6+2'1/2)=61'5/6
第3525题: 2/5÷3=2/15
第3526题: (1/2-2)+3*4=10'1/2
第3527题: 3'6/8-2'1/3-(7-5/10)=-5'1/12
第3528题: 6/7*1/7=6/49
第3529题: (2/4-1'1/2*4)÷2'2/6=-2'5/14
第3530题: 1'3/5+1÷2=2'1/10
第3531题: (8+9*5/6)=15'1/2
第3532题: (5/10÷7)-9=-8'13/14
第3533题: 5÷1=5
第3534题: 7-5'1/5=1'4/5
第3535题: 7'1/8+6/10=7'29/40
第3536题: (5*10÷5'4/6)=8'14/17
第3537题: 6+(6÷4)÷4=6'3/8
第3538题: 6'3/9+10=16'1/3
第3539题: 3/6÷9'2/9=9/166
第3540题: 3'1/3*1/3+9=10'1/9
第3541题: (6+(7+9÷1/3))=40
第3542题: 5/7÷1/9=6'3/7
第3543题: (6-1/1+7)=12
第3544题: 5'4/6*(2/4-3'2/8)=-15'7/12
第3545题: (3*2/6)÷5-1=-4/5
第3546题: 1/4+1'1/3=1'7/12
第3547题: 1/1+5=6
第3548题: (3÷(4'2/4+5/8+2))=8/19
第3549题: 6-5=1
第3550题: 4-5'1/6=-1'1/6
第3551题: 1/1*2'2/10÷6=11/30
第3552题: 8-(5÷1+4)=-1
第3553题: 3-3-5/9=5/-9
第3554题: 7'9/10-9-(1/2÷2/3)=-1'17/20
第3555题: (5*6)-1'1/5=28'4/5
第3556题: (1/3+10)-10=1/3
第3557题: 10*(7÷1'2/3)=42
第3558题: 1-(3-6÷2)=1
第3559题: 4*(5+6/8-1/2)=21
第3560题: 9/10+4/5÷(8÷8)=1'7/10
第3561题: 7÷(10-6/8)=28/37
第3562题: 4*6÷(8'1/8-1/1)=3'7/19
第3563题: (1/3÷4'3/6)÷7=2/189
第3564题: 2+(5+1/3)=7'1/3
第3565题: 3'1/3÷(1/4÷7)-2'1/5=91'2/15
第3566题: (4÷(5/8*5*7))=32/175
第3567题: (6*7)*1/9+7/8=5'13/24
第3568题: 3+4'1/6+4'5/10=11'2/3
第3569题: 4+(8*(1'3/5-1/9))=15'41/45
第3570题: (2/3÷3'2/9)*2/3+2=2'4/29
第3571题: 1/2÷(1/1-8)-1=-1'1/14
第3572题: 4-1'1/3÷3'6/7*1'1/5=3'79/135
第3573题: 3'7/9+5'6/7=9'40/63
第3574题: 1/9-(8/9÷3/4)=-1'2/27
第3575题: 9*(1÷5)=1'4/5
第3576题: 6-1/1-1/6=4'5/6
第3577题: 4'3/4÷(10*8)=19/320
第3578题: 8+4'3/6*1=12'1/2
第3579题: 8*1'1/2=12
第3580题: 6'1/6+9=15'1/6
第3581题: 3-6/8*2/9=2'5/6
第3582题: 6-7'4/9=-1'4/9
第3583题: (4÷8'5/10)-7=-6'9/17
第3584题: (10*1/1)÷1'1/1+1/3=5'1/3
第3585题: 7'5/8*4'6/9=35'7/12
第3586题: 2'1/2-1'2/10=1'3/10
第3587题: 1+4'1/4÷4/5=6'5/16
第3588题: 6/8+6'4/7+5'1/7-6=6'13/28
第3589题: (1+1'2/4)+4-7'2/7=-11/14
第3590题: 2'1/2*(1*(1/3-3/10))=1/12
第3591题: (1/2-5/9)*1'1/1-8=-8'1/9
第3592题: 6-(3/7*(4'1/5-9))=8'2/35
第3593题: 8/10*2/6=4/15
第3594题: 2/3*1/1÷9'1/10=20/273
第3595题: 2/7*9'7/10*3÷10=291/350
第3596题: (1/5+8)÷7=1'6/35
第3597题: 1/3÷3=1/9
第3598题: 3'6/9÷(7÷(9÷3))=1'4/7
第3599题: 4/7-8÷5=-1'1/35
第3600题: (7*10)÷3/4*4'5/10=420
第3601题: 6/9*(4'1/9-2/3)=2'8/27
第3602题: (1/3+7-7+1)=1'1/3
第3603题: 1'1/1-3'4/6=-1'2/3
第3604题: 1÷6*1'1/1=1/3
第3605题: (9÷5)÷4=9/20
第3606题: (1/10÷1/2)*4-6=-5'1/5
第3607题: (10+1/4)+3+2'3/4=16
第3608题: 10÷3/5-6=10'2/3
第3609题: 1/8+8*1=8'1/8
第3610题: 5/10-1/1=1/-2
第3611题: 3+7/8÷10=3'7/80
第3612题: 6*1=6
第3613题: (1+1'3/8)-2'1/3=1/24
第3614题: (3-4/8)÷(4'5/6+1/5)=75/151
第3615题: 1'1/3*6'3/8-1/1÷10=8'2/5
第3616题: (1/2-1/8-8)-1'1/7=-8'43/56
第3617题: 1/2-(3'1/3÷1'1/1÷8'7/8)=133/426
第3618题: 1/1-4=-3
第3619题: 6/7*(10*(5÷7))=6'6/49
第3620题: 6-7=-1
第3621题: 1'1/1-(1'1/1÷2)=1
第3622题: 3+8=11
第3623题: 1/9-(1'1/1-(6'1/6*3'1/7))=17'31/63
第3624题: (6*4'1/5)+1/6=25'11/30
第3625题: (3/6÷4)-4'1/4=-4'1/8
第3626题: (1/1+2)+2'6/7=5'6/7
第3627题: 4'1/9÷1/2+(5/6*6)=13'2/9
第3628题: (6-3)+5=8
第3629题: 6'2/6+4'1/4=10'7/12
第3630题: 5-2'3/4=2'1/4
第3631题: (1/1*4'1/4)÷3=1'5/12
第3632题: 3-(2'2/9*1'1/1)=-1'4/9
第3633题: 1'1/5+7=8'1/5
第3634题: 7*6+2'4/6*4'3/6=54
第3635题: 10÷(2÷(10*9))=450
第3636题: 7/9*4-3'5/6=13/-18
第3637题: 3'1/4÷8+2'2/5-2'2/5=13/32
第3638题: 4'1/10÷(3-1/8)=1'49/115
第3639题: 9/10-(1+3/8)+1'1/9=229/360
第3640题: (1/9÷5÷2/6)+8=8'1/15
第3641题: (3-8+6'1/7)÷2=4/7
第3642题: (2'1/8+1/1)÷2=1'9/16
第3643题: (4/6+2/5+7/8+3'4/7)=5'431/840
第3644题: 4/9+(7*1/3)+7'2/7=10'4/63
第3645题: 5'1/5+6=11'1/5
第3646题: 2'3/5-8=-5'2/5
第3647题: 1'1/1-5/9=1'4/9
第3648题: 1-1/7=6/7
第3649题: 6*3/4*3=13'1/2
第3650题: 1'3/4-4/8=1'1/4
第3651题: 1/3-(2'3/4-1'1/3)=-1'1/12
第3652题: 5+3-5'5/8=2'3/8
第3653题: 2'6/10-(1/9*8)÷6=2'61/135
第3654题: 4÷1/5=20
第3655题: 1/1*4=4
第3656题: (3-9-4/9)=-6'4/9
第3657题: 4/5÷10=2/25
第3658题: 4-(2'1/2÷2)=2'3/4
第3659题: 7*(6÷(3'4/5*3/4))=14'14/19
第3660题: (1/8-4/5)*1=27/-40
第3661题: 2-10'8/10-1'1/3=-10'2/15
第3662题: 8-8-9÷2=-4'1/2
第3663题: 4'1/4-3/6*(4-6)=5'1/4
第3664题: 3*2'6/8=8'1/4
第3665题: 6+2'1/6=8'1/6
第3666题: 1/9÷5/6=2/15
第3667题: 1'1/1+2'1/10=4'1/10
第3668题: 9*1/3=3
第3669题: (1'1/2-7)+(5÷5'5/7)=-4'5/8
第3670题: 6/10+5+1-1'2/3=4'14/15
第3671题: 4'1/7*2=8'2/7
第3672题: (6+9)÷1'1/1*2'1/4=16'7/8
第3673题: 1*7'4/9=7'4/9
第3674题: 2+(4-(3'6/10÷3'1/3))=4'23/25
第3675题: (4/6÷2/3÷2)=1/2
第3676题: 1/4-1/3=1/-12
第3677题: 5÷4'6/10+(7'5/8*9)=69'131/184
第3678题: 8+2/4=8'1/2
第3679题: 2/4+10=10'1/2
第3680题: 10÷9÷2/3=1'2/3
第3681题: (5÷4)*(6'2/8÷1)=7'13/16
第3682题: 5'5/7-2'1/8*2=1'13/28
第3683题: 5/6÷1'1/2=5/9
第3684题: 9÷3'1/4=2'10/13
第3685题: 6-(8*2)=-10
第3686题: 1/2+5=5'1/2
第3687题: 8+1'1/6=9'1/6
第3688题: 8-5'7/8=2'1/8
第3689题: 1'1/4+(5+1/4÷5'3/10)=6'63/212
第3690题: (6+4'4/7*1'1/1)*2=30'2/7
第3691题: 4÷(4*3)=1/3
第3692题: 1/2*(5/9+10)=5'5/18
第3693题: (1-6'1/7)÷6'3/10=-40/49
第3694题: (1'1/10-1÷1/2)+10=9'1/10
第3695题: (3'1/4*10+10)÷1=42'1/2
第3696题: (3/8-2÷10)=7/40
第3697题: 2'4/6÷6=4/9
第3698题: 10*3/4-2=5'1/2
第3699题: (3/10-1)+10*2=19'3/10
第3700题: 1'1/1*6/10-10-1'1/1=-10'4/5
第3701题: (10÷1/1)÷4+3=5'1/2
第3702题: 1/6-9=-8'5/6
第3703题: (1'1/1÷5)-(3-4)=1'2/5
第3704题: 1/5÷10=1/50
第3705题: 9+3/4=9'3/4
第3706题: 2'3/5÷7=13/35
第3707题: 1*2'8/9*2=5'7/9
第3708题: 4/6-10=-9'1/3
第3709题: 4*1'1/2=6
第3710题: 1'1/2-1'1/1=1/-2
第3711题: 8'8/9-3+(4'1/5-3)=7'4/45
第3712题: (6*3'4/7)-5'1/5÷4=20'9/70
第3713题: (1÷7+(5-1))=4'1/7
第3714题: 4+(1*8)=12
第3715题: 8-3/6=7'1/2
第3716题: 5*1/3=1'2/3
第3717题: (10+5'3/7)*1/1÷8=1'13/14
第3718题: (2'1/2÷8)÷3/7+4'4/5=5'127/240
第3719题: (10-7)-5'1/8=-2'1/8
第3720题: (6+1'1/1-(5*1))=3
第3721题: 4-5=-1
第3722题: 2'2/6÷(2'1/5*9)=35/297
第3723题: 4*3*2/10=2'2/5
第3724题: 1'1/2*1'1/3=2
第3725题: (2'3/7*3/6-3'3/5)=-2'27/70
第3726题: 8/9+9/10÷1'1/1+7=8'61/180
